24,76,79.3,82.5,85.7,88.9,92.2,95.4
25,76.8,80,83.3,86.6,89.9,93.1,96.4
26,77.5,80.8,84.1,87.4,90.8,94.1,97.4
27,78.1,81.5,84.9,88.3,91.7,95,98.4
28,78.8,82.2,85.7,89.1,92.5,96,99.4
29,79.5,82.9,86.4,89.9,93.4,96.9,100.3
30,80.1,83.6,87.1,90.7,94.2,97.7,101.3
31,80.7,84.3,87.9,91.4,95,98.6,102.2
32,81.3,84.9,88.6,92.2,95.8,99.4,103.1
33,81.9,85.6,89.3,92.9,96.6,100.3,103.9
34,82.5,86.2,89.9,93.6,97.4,101.1,104.8
35,83.1,86.8,90.6,94.4,98.1,101.9,105.6
36,83.6,87.4,91.2,95.1,98.9,102.7,106.5
37,84.2,88,91.9,95.7,99.6,103.4,107.3
38,84.7,88.6,92.5,96.4,100.3,104.2,108.1
39,85.3,89.2,93.1,97.1,101,105,108.9
40,85.8,89.8,93.8,97.7,101.7,105.7,109.7
41,86.3,90.4,94.4,98.4,102.4,106.4,110.5
42,86.8,90.9,95,99,103.1,107.2,111.2
43,87.4,91.5,95.6,99.7,103.8,107.9,112
44,87.9,92,96.2,100.3,104.5,108.6,112.7
45,88.4,92.5,96.7,100.9,105.1,109.3,113.5
46,88.9,93.1,97.3,101.5,105.8,110,114.2
47,89.3,93.6,97.9,102.1,106.4,110.7,114.9
48,89.8,94.1,98.4,102.7,107,111.3,115.7
49,90.3,94.6,99,103.3,107.7,112,116.4
50,90.7,95.1,99.5,103.9,108.3,112.7,117.1
51,91.2,95.6,100.1,104.5,108.9,113.3,117.7
52,91.7,96.1,100.6,105,109.5,114,118.4
53,92.1,96.6,101.1,105.6,110.1,114.6,119.1
54,92.6,97.1,101.6,106.2,110.7,115.2,119.8
55,93,97.6,102.2,106.7,111.3,115.9,120.4
56,93.4,98.1,102.7,107.3,111.9,116.5,121.1
57,93.9,98.5,103.2,107.8,112.5,117.1,121.8
58,94.3,99,103.7,108.4,113,117.7,122.4
59,94.7,99.5,104.2,108.9,113.6,118.3,123.1
60,95.2,99.9,104.7,109.4,114.2,118.9,123.7